board_type,board_code,board_name,source,member_count,updated_at,confidence
industry,BK1247,基础建设,eastmoney_push2_clist,45,2026-06-29T17:30:53,100
industry,BK1523,汽车经销商,eastmoney_push2_clist,6,2026-06-29T17:30:53,100
industry,BK1436,农药,eastmoney_push2_clist,34,2026-06-29T17:30:53,100
industry,BK1314,风电整机,eastmoney_push2_clist,5,2026-06-29T17:30:53,100
industry,BK1446,其他计算机设备,eastmoney_push2_clist,64,2026-06-29T17:30:53,100
industry,BK1299,影视动漫制作,eastmoney_push2_clist,14,2026-06-29T17:30:53,100
industry,BK1293,营销代理,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
industry,BK0424,水泥,eastmoney_push2_clist,23,2026-06-29T17:30:53,100
industry,BK1312,线缆部件及其他,eastmoney_push2_clist,40,2026-06-29T17:30:53,100
industry,BK1555,专业连锁Ⅲ,eastmoney_push2_clist,7,2026-06-29T17:30:53,100
industry,BK1270,专业连锁Ⅱ,eastmoney_push2_clist,7,2026-06-29T17:30:53,100
industry,BK1337,品牌消费电子,eastmoney_push2_clist,11,2026-06-29T17:30:53,100
industry,BK0451,房地产开发,eastmoney_push2_clist,91,2026-06-29T17:30:53,100
industry,BK1353,家纺,eastmoney_push2_clist,7,2026-06-29T17:30:53,100
industry,BK1200,电力设备,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK0457,电网设备,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1470,房屋建设Ⅲ,eastmoney_push2_clist,8,2026-06-29T17:30:53,100
industry,BK1246,房屋建设Ⅱ,eastmoney_push2_clist,8,2026-06-29T17:30:53,100
industry,BK1447,垂直应用软件,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1416,粘胶,eastmoney_push2_clist,3,2026-06-29T17:30:53,100
industry,BK1280,食品加工,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
industry,BK1550,贸易Ⅲ,eastmoney_push2_clist,16,2026-06-29T17:30:53,100
industry,BK0484,贸易Ⅱ,eastmoney_push2_clist,16,2026-06-29T17:30:53,100
industry,BK0471,化学纤维,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
industry,BK1370,特钢Ⅲ,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
industry,BK1227,特钢Ⅱ,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
industry,BK1351,印染,eastmoney_push2_clist,4,2026-06-29T17:30:53,100
industry,BK1476,化学工程,eastmoney_push2_clist,6,2026-06-29T17:30:53,100
industry,BK0910,专用设备,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1211,汽车,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1207,计算机,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1478,装修装饰Ⅲ,eastmoney_push2_clist,22,2026-06-29T17:30:53,100
industry,BK0725,装修装饰Ⅱ,eastmoney_push2_clist,22,2026-06-29T17:30:53,100
industry,BK1330,模拟芯片设计,eastmoney_push2_clist,35,2026-06-29T17:30:53,100
industry,BK1221,数字媒体,eastmoney_push2_clist,15,2026-06-29T17:30:53,100
industry,BK1205,机械设备,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1321,火电设备,eastmoney_push2_clist,4,2026-06-29T17:30:53,100
industry,BK1315,光伏电池组件,eastmoney_push2_clist,23,2026-06-29T17:30:53,100
industry,BK1428,其他化学制品,eastmoney_push2_clist,81,2026-06-29T17:30:53,100
industry,BK1548,综合电商,eastmoney_push2_clist,3,2026-06-29T17:30:53,100
industry,BK1206,基础化工,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK0545,通用设备,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK0735,计算机设备,eastmoney_push2_clist,91,2026-06-29T17:30:53,100
industry,BK1346,住宅开发,eastmoney_push2_clist,65,2026-06-29T17:30:53,100
industry,BK1311,输变电设备,eastmoney_push2_clist,31,2026-06-29T17:30:53,100
industry,BK1350,其他纺织,eastmoney_push2_clist,15,2026-06-29T17:30:53,100
industry,BK1033,电池,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1032,风电设备,eastmoney_push2_clist,31,2026-06-29T17:30:53,100
industry,BK1386,军工电子Ⅲ,eastmoney_push2_clist,63,2026-06-29T17:30:53,100
industry,BK1233,军工电子Ⅱ,eastmoney_push2_clist,63,2026-06-29T17:30:53,100
industry,BK1525,车身附件及饰件,eastmoney_push2_clist,42,2026-06-29T17:30:53,100
industry,BK1564,体育Ⅲ,eastmoney_push2_clist,2,2026-06-29T17:30:53,100
industry,BK1273,体育Ⅱ,eastmoney_push2_clist,2,2026-06-29T17:30:53,100
industry,BK1547,跨境电商,eastmoney_push2_clist,7,2026-06-29T17:30:53,100
industry,BK1569,炼油化工,eastmoney_push2_clist,10,2026-06-29T17:30:53,100
industry,BK1308,电工仪器仪表,eastmoney_push2_clist,14,2026-06-29T17:30:53,100
industry,BK1442,炭黑,eastmoney_push2_clist,6,2026-06-29T17:30:53,100
industry,BK0420,航空机场,eastmoney_push2_clist,14,2026-06-29T17:30:53,100
industry,BK1441,其他橡胶制品,eastmoney_push2_clist,15,2026-06-29T17:30:53,100
industry,BK1313,风电零部件,eastmoney_push2_clist,26,2026-06-29T17:30:53,100
industry,BK1408,机器人,eastmoney_push2_clist,21,2026-06-29T17:30:53,100
industry,BK0476,装修建材,eastmoney_push2_clist,38,2026-06-29T17:30:53,100
industry,BK1526,底盘与发动机系统,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1486,仓储物流,eastmoney_push2_clist,6,2026-06-29T17:30:53,100
industry,BK1403,能源及重型设备,eastmoney_push2_clist,62,2026-06-29T17:30:53,100
industry,BK0481,汽车零部件,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1309,电网自动化设备,eastmoney_push2_clist,29,2026-06-29T17:30:53,100
industry,BK1389,固废治理,eastmoney_push2_clist,34,2026-06-29T17:30:53,100
industry,BK1385,航天装备Ⅲ,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
industry,BK1232,航天装备Ⅱ,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
industry,BK1304,锂电专用设备,eastmoney_push2_clist,19,2026-06-29T17:30:53,100
industry,BK1237,自动化设备,eastmoney_push2_clist,94,2026-06-29T17:30:53,100
industry,BK1579,保健品,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
industry,BK1204,国防军工,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1401,纺织服装设备,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
industry,BK1532,金属包装,eastmoney_push2_clist,7,2026-06-29T17:30:53,100
industry,BK1374,风力发电,eastmoney_push2_clist,16,2026-06-29T17:30:53,100
industry,BK1627,综合Ⅲ,eastmoney_push2_clist,19,2026-06-29T17:30:53,100
industry,BK1217,综合,eastmoney_push2_clist,19,2026-06-29T17:30:53,100
industry,BK0539,综合Ⅱ,eastmoney_push2_clist,19,2026-06-29T17:30:53,100
industry,BK1420,其他化学原料,eastmoney_push2_clist,18,2026-06-29T17:30:53,100
industry,BK1317,光伏加工设备,eastmoney_push2_clist,11,2026-06-29T17:30:53,100
industry,BK1274,炼化及贸易,eastmoney_push2_clist,30,2026-06-29T17:30:53,100
industry,BK1425,胶黏剂及胶带,eastmoney_push2_clist,5,2026-06-29T17:30:53,100
industry,BK1430,涂料油墨,eastmoney_push2_clist,17,2026-06-29T17:30:53,100
industry,BK1580,肉制品,eastmoney_push2_clist,7,2026-06-29T17:30:53,100
industry,BK1463,水泥制品,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
industry,BK1444,IT服务Ⅲ,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1238,IT服务Ⅱ,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1410,其他自动化设备,eastmoney_push2_clist,31,2026-06-29T17:30:53,100
industry,BK1467,耐火材料,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
industry,BK1482,航运,eastmoney_push2_clist,20,2026-06-29T17:30:53,100
industry,BK1388,大气治理,eastmoney_push2_clist,8,2026-06-29T17:30:53,100
industry,BK1016,汽车服务,eastmoney_push2_clist,10,2026-06-29T17:30:53,100
industry,BK1395,机床工具,eastmoney_push2_clist,20,2026-06-29T17:30:53,100
industry,BK1392,工程机械器件,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
industry,BK1574,油气开采Ⅲ,eastmoney_push2_clist,5,2026-06-29T17:30:53,100
industry,BK1276,油气开采Ⅱ,eastmoney_push2_clist,5,2026-06-29T17:30:53,100
industry,BK1384,航空装备Ⅲ,eastmoney_push2_clist,48,2026-06-29T17:30:53,100
industry,BK1231,航空装备Ⅱ,eastmoney_push2_clist,48,2026-06-29T17:30:53,100
industry,BK1619,其他金属新材料,eastmoney_push2_clist,21,2026-06-29T17:30:53,100
industry,BK1445,安防设备,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
industry,BK1208,建筑材料,eastmoney_push2_clist,78,2026-06-29T17:30:53,100
industry,BK1335,面板,eastmoney_push2_clist,43,2026-06-29T17:30:53,100
industry,BK1427,民爆制品,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
industry,BK1297,图片媒体,eastmoney_push2_clist,1,2026-06-29T17:30:53,100
industry,BK1398,其他通用设备,eastmoney_push2_clist,56,2026-06-29T17:30:53,100
industry,BK1354,鞋帽及其他,eastmoney_push2_clist,11,2026-06-29T17:30:53,100
industry,BK1291,电视广播Ⅲ,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
industry,BK1219,电视广播Ⅱ,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
industry,BK1479,航空运输,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
industry,BK1567,其他专业服务,eastmoney_push2_clist,4,2026-06-29T17:30:53,100
industry,BK1355,运动服装,eastmoney_push2_clist,4,2026-06-29T17:30:53,100
industry,BK1334,光学元件,eastmoney_push2_clist,26,2026-06-29T17:30:53,100
industry,BK1043,专业服务,eastmoney_push2_clist,34,2026-06-29T17:30:53,100
industry,BK1538,瓷砖地板,eastmoney_push2_clist,12,2026-06-29T17:30:53,100
industry,BK1440,其他塑料制品,eastmoney_push2_clist,22,2026-06-29T17:30:53,100
industry,BK1528,其他汽车零部件,eastmoney_push2_clist,56,2026-06-29T17:30:53,100
industry,BK1402,楼宇设备,eastmoney_push2_clist,16,2026-06-29T17:30:53,100
industry,BK1038,光学光电子,eastmoney_push2_clist,99,2026-06-29T17:30:53,100
industry,BK1288,金属新材料,eastmoney_push2_clist,36,2026-06-29T17:30:53,100
industry,BK1588,通信工程及服务,eastmoney_push2_clist,20,2026-06-29T17:30:53,100
industry,BK1336,其他电子Ⅲ,eastmoney_push2_clist,33,2026-06-29T17:30:53,100
industry,BK1223,其他电子Ⅱ,eastmoney_push2_clist,33,2026-06-29T17:30:53,100
industry,BK0454,塑料,eastmoney_push2_clist,78,2026-06-29T17:30:53,100
industry,BK1533,塑料包装,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
industry,BK1303,锂电池,eastmoney_push2_clist,32,2026-06-29T17:30:53,100
industry,BK1307,电机Ⅲ,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
industry,BK1030,电机Ⅱ,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
industry,BK1423,纺织化学制品,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
industry,BK1473,园林工程,eastmoney_push2_clist,18,2026-06-29T17:30:53,100
industry,BK1339,被动元件,eastmoney_push2_clist,19,2026-06-29T17:30:53,100
industry,BK0736,通信服务,eastmoney_push2_clist,40,2026-06-29T17:30:53,100
industry,BK1382,地面兵装Ⅲ,eastmoney_push2_clist,12,2026-06-29T17:30:53,100
industry,BK1229,地面兵装Ⅱ,eastmoney_push2_clist,12,2026-06-29T17:30:53,100
industry,BK1590,其他通信设备,eastmoney_push2_clist,14,2026-06-29T17:30:53,100
industry,BK1556,教育运营及其他,eastmoney_push2_clist,2,2026-06-29T17:30:53,100
industry,BK1379,热力服务,eastmoney_push2_clist,18,2026-06-29T17:30:53,100
industry,BK1570,其他石化,eastmoney_push2_clist,14,2026-06-29T17:30:53,100
industry,BK1469,涂料,eastmoney_push2_clist,2,2026-06-29T17:30:53,100
industry,BK1593,通信终端及配件,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
industry,BK1333,LED,eastmoney_push2_clist,30,2026-06-29T17:30:53,100
industry,BK1618,磁性材料,eastmoney_push2_clist,15,2026-06-29T17:30:53,100
industry,BK1426,聚氨酯,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
industry,BK1437,改性塑料,eastmoney_push2_clist,22,2026-06-29T17:30:53,100
industry,BK1306,蓄电池及其他电池,eastmoney_push2_clist,10,2026-06-29T17:30:53,100
industry,BK1626,稀土,eastmoney_push2_clist,4,2026-06-29T17:30:53,100
industry,BK1341,房产租赁经纪,eastmoney_push2_clist,3,2026-06-29T17:30:53,100
industry,BK1415,其他化学纤维,eastmoney_push2_clist,8,2026-06-29T17:30:53,100
industry,BK1475,国际工程,eastmoney_push2_clist,4,2026-06-29T17:30:53,100
industry,BK1566,检测服务,eastmoney_push2_clist,24,2026-06-29T17:30:53,100
industry,BK1435,磷肥及磷化工,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
industry,BK1215,通信,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
industry,BK1589,通信应用增值服务,eastmoney_push2_clist,17,2026-06-29T17:30:53,100
industry,BK1591,通信网络设备及器件,eastmoney_push2_clist,37,2026-06-29T17:30:53,100
industry,BK1524,汽车综合服务,eastmoney_push2_clist,4,2026-06-29T17:30:53,100
industry,BK0448,通信设备,eastmoney_push2_clist,91,2026-06-29T17:30:53,100
industry,BK1037,消费电子,eastmoney_push2_clist,98,2026-06-29T17:30:53,100
industry,BK1439,膜材料,eastmoney_push2_clist,21,2026-06-29T17:30:53,100
industry,BK1305,燃料电池,eastmoney_push2_clist,1,2026-06-29T17:30:53,100
industry,BK1421,钛白粉,eastmoney_push2_clist,6,2026-06-29T17:30:53,100
industry,BK1409,激光设备,eastmoney_push2_clist,10,2026-06-29T17:30:53,100
industry,BK1338,消费电子零部件及组装,eastmoney_push2_clist,87,2026-06-29T17:30:53,100
industry,BK1412,氨纶,eastmoney_push2_clist,1,2026-06-29T17:30:53,100
industry,BK1465,防水材料,eastmoney_push2_clist,3,2026-06-29T17:30:53,100
industry,BK0459,元件,eastmoney_push2_clist,66,2026-06-29T17:30:53,100
industry,BK0546,玻璃玻纤,eastmoney_push2_clist,17,2026-06-29T17:30:53,100
industry,BK1625,钨,eastmoney_push2_clist,4,2026-06-29T17:30:53,100
industry,BK1397,磨具磨料,eastmoney_push2_clist,14,2026-06-29T17:30:53,100
industry,BK1340,印制电路板,eastmoney_push2_clist,47,2026-06-29T17:30:53,100
industry,BK1411,非金属材料Ⅲ,eastmoney_push2_clist,14,2026-06-29T17:30:53,100
industry,BK1020,非金属材料Ⅱ,eastmoney_push2_clist,14,2026-06-29T17:30:53,100
industry,BK1295,其他数字媒体,eastmoney_push2_clist,2,2026-06-29T17:30:53,100
industry,BK1592,通信线缆及配套,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
industry,BK1462,玻纤制造,eastmoney_push2_clist,8,2026-06-29T17:30:53,100
