board_code,board_name,board_type,category,subcategory,main_element,secondary_element,wood_score,fire_score,earth_score,metal_score,water_score,confidence,reason,paid_required,source,updated_at,need_review
BK1319,硅料硅片,industry,三级行业,硅料硅片,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1487,公路货运,industry,三级行业,公路货运,water,earth,0,0,35,0,65,100,核心是人流、物流和要素流动，副属性是基础设施承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1483,高速公路,industry,三级行业,高速公路,water,earth,0,0,35,0,65,100,核心是人流、物流和要素流动，副属性是基础设施承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1503,果蔬加工,industry,三级行业,果蔬加工,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1368,钢铁管材,industry,三级行业,钢铁管材,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1437,改性塑料,industry,三级行业,改性塑料,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1334,光学元件,industry,三级行业,光学元件,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1611,国有大型银行Ⅲ,industry,三级行业,国有大型银行Ⅲ,earth,metal,0,0,75,25,0,100,核心是国家信用承载和系统稳定，副属性是制度规则边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1387,环保设备Ⅲ,industry,三级行业,环保设备Ⅲ,earth,water,0,0,65,0,35,100,核心是承接修复和系统调和，副属性是回收、流动和净化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1582,烘焙食品,industry,三级行业,烘焙食品,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1438,合成树脂,industry,三级行业,合成树脂,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1321,火电设备,industry,三级行业,火电设备,metal,fire,0,40,0,60,0,100,核心是规则化控制、成型和执行边界，副属性是驱动能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1383,航海装备Ⅲ,industry,三级行业,航海装备Ⅲ,metal,fire,0,40,0,60,0,100,核心是规则化控制、成型和执行边界，副属性是驱动能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1617,黄金,industry,三级行业,黄金,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1479,航空运输,industry,三级行业,航空运输,metal,fire,0,35,0,65,0,100,核心是安全边界、规则控制和高端系统成型，副属性是爆发释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1384,航空装备Ⅲ,industry,三级行业,航空装备Ⅲ,metal,fire,0,35,0,65,0,100,核心是安全边界、规则控制和高端系统成型，副属性是爆发释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1376,核力发电,industry,三级行业,核力发电,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1377,火力发电,industry,三级行业,火力发电,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1385,航天装备Ⅲ,industry,三级行业,航天装备Ⅲ,metal,fire,0,35,0,65,0,100,核心是安全边界、规则控制和高端系统成型，副属性是爆发释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1476,化学工程,industry,三级行业,化学工程,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1448,横向通用软件,industry,三级行业,横向通用软件,wood,metal,60,0,0,40,0,100,核心是系统迭代和生态扩展，副属性是规则架构。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1594,化学制剂,industry,三级行业,化学制剂,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1482,航运,industry,三级行业,航运,water,earth,0,0,35,0,65,100,核心是人流、物流和要素流动，副属性是基础设施承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1513,海洋捕捞,industry,三级行业,海洋捕捞,water,wood,40,0,0,0,60,100,核心是海洋资源流动和适应，副属性是生命供给生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1565,会展服务,industry,三级行业,会展服务,fire,water,0,70,0,0,30,100,核心是表达、传播和注意力显化，副属性是内容流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1497,化妆品制造及其他,industry,三级行业,化妆品制造及其他,fire,wood,40,60,0,0,0,100,核心是外在形象表达和显化，副属性是消费升级生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1444,IT服务Ⅲ,industry,三级行业,IT服务Ⅲ,earth,water,0,0,60,0,40,100,核心是平台服务承载和稳定运行，副属性是数据与用户流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1426,聚氨酯,industry,三级行业,聚氨酯,fire,earth,0,60,40,0,0,100,核心是加工转化和工艺释放，副属性是生产承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1480,机场,industry,三级行业,机场,water,earth,0,0,35,0,65,100,核心是人流、物流和要素流动，副属性是基础设施承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1328,集成电路封测,industry,三级行业,集成电路封测,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1329,集成电路制造,industry,三级行业,集成电路制造,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1566,检测服务,industry,三级行业,检测服务,earth,water,0,0,60,0,40,100,核心是服务承接、调和和稳定供给，副属性是需求流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1395,机床工具,industry,三级行业,机床工具,metal,fire,0,40,0,60,0,100,核心是规则化控制、成型和执行边界，副属性是驱动能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1560,酒店,industry,三级行业,酒店,fire,earth,0,60,40,0,0,100,核心是体验释放和消费显化，副属性是服务承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1455,家电零部件Ⅲ,industry,三级行业,家电零部件Ⅲ,fire,earth,0,60,40,0,0,100,核心是生活场景中的功能释放，副属性是家庭承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1353,家纺,industry,三级行业,家纺,earth,metal,0,0,65,35,0,100,核心是空间承载、稳定和建设转化，副属性是结构成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1434,钾肥,industry,三级行业,钾肥,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1386,军工电子Ⅲ,industry,三级行业,军工电子Ⅲ,metal,fire,0,35,0,65,0,100,核心是安全边界、规则控制和高端系统成型，副属性是爆发释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1409,激光设备,industry,三级行业,激光设备,metal,fire,0,40,0,60,0,100,核心是规则化控制、成型和执行边界，副属性是驱动能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1472,基建市政工程,industry,三级行业,基建市政工程,earth,metal,0,0,65,35,0,100,核心是基础设施承载和建设转化，副属性是结构成型与规则管控。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1414,锦纶,industry,三级行业,锦纶,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1494,焦煤,industry,三级行业,焦煤,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1425,胶黏剂及胶带,industry,三级行业,胶黏剂及胶带,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1408,机器人,industry,三级行业,机器人,wood,fire,70,30,0,0,0,100,核心是能力迭代、场景扩展与产业生长，副属性是技术落地后的显化和外放热度。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1359,金融控股,industry,三级行业,金融控股,metal,water,0,0,0,60,40,100,核心是金融规则、风险边界和定价控制，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1360,金融信息服务,industry,三级行业,金融信息服务,water,metal,0,0,0,40,60,100,核心是信息、资金或身份的流动适配，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1532,金属包装,industry,三级行业,金属包装,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1396,金属制品,industry,三级行业,金属制品,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1492,焦炭Ⅲ,industry,三级行业,焦炭Ⅲ,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1290,教育出版,industry,三级行业,教育出版,fire,water,0,70,0,0,30,100,核心是表达、传播和注意力显化，副属性是内容流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1556,教育运营及其他,industry,三级行业,教育运营及其他,wood,earth,70,0,30,0,0,100,核心是培养、生长和能力提升，副属性是体系承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1489,快递,industry,三级行业,快递,water,earth,0,0,35,0,65,100,核心是人流、物流和要素流动，副属性是基础设施承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1547,跨境电商,industry,三级行业,跨境电商,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1488,跨境物流,industry,三级行业,跨境物流,water,earth,0,0,35,0,65,100,核心是人流、物流和要素流动，副属性是基础设施承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1450,空调,industry,三级行业,空调,fire,earth,0,60,40,0,0,100,核心是生活场景中的功能释放，副属性是家庭承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1613,铝,industry,三级行业,铝,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1621,锂,industry,三级行业,锂,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1303,锂电池,industry,三级行业,锂电池,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1304,锂电专用设备,industry,三级行业,锂电专用设备,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1333,LED,industry,三级行业,LED,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1435,磷肥及磷化工,industry,三级行业,磷肥及磷化工,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1418,氯碱,industry,三级行业,氯碱,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1583,零食,industry,三级行业,零食,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1515,粮食种植,industry,三级行业,粮食种植,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1527,轮胎轮毂,industry,三级行业,轮胎轮毂,metal,fire,0,45,0,55,0,100,核心是系统成型、运动控制和规则配合，副属性是出行能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1502,林业Ⅲ,industry,三级行业,林业Ⅲ,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1569,炼油化工,industry,三级行业,炼油化工,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1504,粮油加工,industry,三级行业,粮油加工,wood,earth,60,0,40,0,0,100,核心是生命供给、修复或健康培育，副属性是稳定消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1549,旅游零售Ⅲ,industry,三级行业,旅游零售Ⅲ,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1402,楼宇设备,industry,三级行业,楼宇设备,metal,fire,0,40,0,60,0,100,核心是规则化控制、成型和执行边界，副属性是驱动能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1561,旅游综合,industry,三级行业,旅游综合,fire,earth,0,60,40,0,0,100,核心是体验释放和消费显化，副属性是服务承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1623,钼,industry,三级行业,钼,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1335,面板,industry,三级行业,面板,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1427,民爆制品,industry,三级行业,民爆制品,metal,fire,0,30,0,70,0,100,核心是安全边界、控制和威慑规则，副属性是爆发释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1439,膜材料,industry,三级行业,膜材料,wood,metal,60,0,0,40,0,100,核心是技术路线生长和性能升级，副属性是成型与标准边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1349,棉纺,industry,三级行业,棉纺,fire,earth,0,60,40,0,0,100,核心是加工转化和工艺释放，副属性是生产承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1419,煤化工,industry,三级行业,煤化工,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1294,门户网站,industry,三级行业,门户网站,fire,water,0,70,0,0,30,100,核心是内容表达、传播和注意力显化，副属性是信息流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1397,磨具磨料,industry,三级行业,磨具磨料,wood,metal,60,0,0,40,0,100,核心是技术路线生长和性能升级，副属性是成型与标准边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1330,模拟芯片设计,industry,三级行业,模拟芯片设计,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1521,摩托车,industry,三级行业,摩托车,metal,fire,0,45,0,55,0,100,核心是系统成型、运动控制和规则配合，副属性是出行能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1550,贸易Ⅲ,industry,三级行业,贸易Ⅲ,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1622,镍,industry,三级行业,镍,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1320,逆变器,industry,三级行业,逆变器,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1467,耐火材料,industry,三级行业,耐火材料,wood,metal,60,0,0,40,0,100,核心是技术路线生长和性能升级，副属性是成型与标准边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1416,粘胶,industry,三级行业,粘胶,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1612,农商行Ⅲ,industry,三级行业,农商行Ⅲ,earth,metal,0,0,70,30,0,100,核心是区域信用承载和资金稳定，副属性是制度规则边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1436,农药,industry,三级行业,农药,wood,earth,60,0,40,0,0,100,核心是农业生长和供给培育，副属性是土地承载与投入品转化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1404,农用机械,industry,三级行业,农用机械,metal,fire,0,40,0,60,0,100,核心是规则化控制、成型和执行边界，副属性是驱动能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1403,能源及重型设备,industry,三级行业,能源及重型设备,metal,fire,0,40,0,60,0,100,核心是规则化控制、成型和执行边界，副属性是驱动能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1506,农业综合Ⅲ,industry,三级行业,农业综合Ⅲ,earth,water,0,0,55,0,45,100,板块范围较综合，核心按承载调和处理，副属性按适应流动处理。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1310,配电设备,industry,三级行业,配电设备,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1577,啤酒,industry,三级行业,啤酒,fire,earth,0,60,40,0,0,100,核心是场景消费和情绪释放，副属性是大众消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1498,品牌化妆品,industry,三级行业,品牌化妆品,fire,wood,40,60,0,0,0,100,核心是外在形象表达和显化，副属性是消费升级生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1337,品牌消费电子,industry,三级行业,品牌消费电子,fire,wood,40,60,0,0,0,100,核心是终端产品显化和消费热度释放，副属性是技术生态生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1557,培训教育,industry,三级行业,培训教育,wood,earth,70,0,30,0,0,100,核心是培养、生长和能力提升，副属性是体系承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1529,汽车电子电气系统,industry,三级行业,汽车电子电气系统,metal,fire,0,45,0,55,0,100,核心是系统成型、运动控制和规则配合，副属性是出行能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1523,汽车经销商,industry,三级行业,汽车经销商,earth,water,0,0,60,0,40,100,核心是服务承接、调和和稳定供给，副属性是需求流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1524,汽车综合服务,industry,三级行业,汽车综合服务,earth,water,0,0,55,0,45,100,板块范围较综合，核心按承载调和处理，副属性按适应流动处理。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1361,期货,industry,三级行业,期货,metal,water,0,0,0,60,40,100,核心是金融规则、风险边界和定价控制，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1459,清洁小家电,industry,三级行业,清洁小家电,fire,earth,0,60,40,0,0,100,核心是生活场景中的功能释放，副属性是家庭承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1362,其他多元金融,industry,三级行业,其他多元金融,metal,water,0,0,0,60,40,100,核心是金融规则、风险边界和定价控制，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1322,其他电源设备Ⅲ,industry,三级行业,其他电源设备Ⅲ,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1336,其他电子Ⅲ,industry,三级行业,其他电子Ⅲ,earth,water,0,0,55,0,45,100,板块范围较综合，核心按承载调和处理，副属性按适应流动处理。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1350,其他纺织,industry,三级行业,其他纺织,fire,wood,40,60,0,0,0,100,核心是外在形象表达和显化，副属性是消费升级生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1454,其他黑色家电,industry,三级行业,其他黑色家电,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1415,其他化学纤维,industry,三级行业,其他化学纤维,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1420,其他化学原料,industry,三级行业,其他化学原料,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1428,其他化学制品,industry,三级行业,其他化学制品,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1468,其他建材Ⅲ,industry,三级行业,其他建材Ⅲ,earth,metal,0,0,65,35,0,100,核心是空间承载、稳定和建设转化，副属性是结构成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1456,其他家电Ⅲ,industry,三级行业,其他家电Ⅲ,fire,earth,0,60,40,0,0,100,核心是生活场景中的功能释放，副属性是家庭承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1540,其他家居用品,industry,三级行业,其他家居用品,earth,metal,0,0,65,35,0,100,核心是空间承载、稳定和建设转化，副属性是结构成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1578,其他酒类,industry,三级行业,其他酒类,fire,earth,0,60,40,0,0,100,核心是场景消费和情绪释放，副属性是大众消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1446,其他计算机设备,industry,三级行业,其他计算机设备,metal,fire,0,40,0,60,0,100,核心是硬件系统成型和规则控制，副属性是信息处理能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1619,其他金属新材料,industry,三级行业,其他金属新材料,metal,earth,0,0,30,70,0,100,核心是资源控制、定价边界和成型规则，副属性是资源承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1505,其他农产品加工,industry,三级行业,其他农产品加工,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1378,其他能源发电,industry,三级行业,其他能源发电,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
